Id,Title,Price,User_id,profileName,review/score,review/text,review/time
668,Deep Learning with Python,23.08,38,User 471,4,challenging great dense great challenging comprehensive challenging practical insightful clear insightful dense dense,1580511600
669,Deep Learning with Python,62.22,379,User 20,2,challenging insightful great practical comprehensive great clear comprehensive great challenging clear insightful clear challenging dense insightful dense practical insightful clear comprehensive dense dense challenging practical great,1589925600
670,Hands-On Machine Learning,53.49,32,User 413,5,comprehensive dense dense clear dense insightful practical clear insightful dense great comprehensive comprehensive practical clear challenging great comprehensive insightful dense comprehensive practical dense comprehensive comprehensive comprehensive great great dense,1581548400
671,Python Data Science Handbook,63.36,397,User 167,3,challenging dense comprehensive practical practical comprehensive insightful clear clear dense great insightful dense challenging dense clear dense insightful great insightful great,1595455200
672,Python Data Science Handbook,21.63,254,User 396,4,clear great insightful great clear challenging insightful practical,1598392800
673,Designing Data-Intensive Applications,36.16,104,User 498,3,practical challenging dense practical challenging great practical great dense insightful practical dense clear dense challenging dense practical comprehensive practical clear insightful great great dense great insightful practical,1599516000
674,Deep Learning with Python,63.13,374,User 163,2,comprehensive dense challenging comprehensive practical insightful challenging dense comprehensive dense clear clear practical dense dense clear clear challenging practical clear great insightful practical challenging insightful insightful clear comprehensive,1579388400
675,Designing Data-Intensive Applications,36.89,174,User 6,4,practical practical practical challenging insightful dense clear comprehensive insightful challenging insightful insightful dense challenging clear challenging great great dense dense insightful comprehensive great great dense comprehensive challenging challenging comprehensive,1602540000
676,Introduction to Algorithms,17.52,489,User 465,2,comprehensive great challenging challenging insightful insightful comprehensive challenging comprehensive dense practical insightful comprehensive dense dense challenging clear challenging clear dense great,1589061600
677,Introduction to Algorithms,72.01,382,User 321,1,great comprehensive challenging challenging dense challenging challenging practical insightful insightful insightful practical insightful comprehensive clear challenging dense clear dense clear dense challenging great clear,1608591600
678,Deep Learning with Python,77.9,481,User 79,4,clear insightful insightful practical clear comprehensive insightful clear insightful dense dense clear great dense insightful comprehensive great comprehensive insightful dense comprehensive great comprehensive challenging comprehensive great insightful insightful,1580598000
679,Effective Python,67.79,219,User 401,1,dense dense challenging great dense dense clear clear practical clear comprehensive clear practical challenging clear insightful great insightful dense challenging,1595368800
680,Hands-On Machine Learning,62.9,91,User 365,1,dense insightful challenging great comprehensive practical practical practical,1601762400
681,Effective Python,26.89,245,User 402,5,comprehensive clear challenging practical comprehensive insightful clear clear great dense insightful practical great great insightful dense dense clear comprehensive challenging insightful dense challenging great practical great great dense clear clear,1588888800
